"assignment","user","typeid","type","stepid","step","updatedon"
1364,User_219,1,Current,2,Comparison,2022-06-08 13:29:07
1365,User_239,3,Submission,1,Analysis,2022-06-08 13:31:30
1365,User_239,1,Current,2,Comparison,2022-06-08 13:31:30
1364,User_219,3,Submission,2,Comparison,2022-06-08 13:33:41
1366,User_219,3,Submission,1,Analysis,2022-06-08 13:35:21
1366,User_219,1,Current,2,Comparison,2022-06-08 13:35:21
1367,User_219,3,Submission,1,Analysis,2022-06-08 13:38:04
1367,User_219,1,Current,2,Comparison,2022-06-08 13:38:04
1365,User_239,3,Submission,2,Comparison,2022-06-08 13:39:41
1367,User_219,3,Submission,2,Comparison,2022-06-08 13:47:26
1368,User_330,3,Submission,1,Analysis,2022-06-08 14:06:07
1369,User_331,3,Submission,1,Analysis,2022-06-08 14:17:35
1371,User_150,1,Current,1,Analysis,2022-06-08 14:19:40
1368,User_330,1,Current,2,Comparison,2022-06-08 14:23:53
1369,User_331,1,Current,2,Comparison,2022-06-08 14:36:54
1371,User_150,3,Submission,2,Comparison,2022-06-08 14:21:57
1372,User_150,3,Submission,1,Analysis,2022-06-08 14:26:29
1372,User_150,1,Current,2,Comparison,2022-06-08 14:30:13
1374,User_150,3,Submission,1,Analysis,2022-06-08 14:35:25
1373,User_330,3,Submission,1,Analysis,2022-06-08 14:38:55
1373,User_330,1,Current,2,Comparison,2022-06-08 14:38:55
1373,User_330,3,Submission,2,Comparison,2022-06-08 14:49:58
1375,User_330,1,Current,1,Analysis,2022-06-08 14:52:57
1369,User_331,3,Submission,2,Comparison,2022-06-08 15:06:13
1374,User_150,3,Submission,2,Comparison,2022-06-08 15:06:49
1377,User_316,1,Current,1,Analysis,2022-06-08 15:10:23
1378,User_150,3,Submission,1,Analysis,2022-06-08 15:10:44
1377,User_316,3,Submission,1,Analysis,2022-06-08 15:10:57
1377,User_316,1,Current,2,Comparison,2022-06-08 15:14:03
1377,User_316,3,Submission,2,Comparison,2022-06-08 15:14:06
1382,User_223,3,Submission,1,Analysis,2022-06-08 17:14:03
1378,User_150,1,Current,2,Comparison,2022-06-08 15:14:44
1376,User_331,3,Submission,1,Analysis,2022-06-08 15:15:14
1376,User_331,1,Current,2,Comparison,2022-06-08 15:15:14
1379,User_316,3,Submission,1,Analysis,2022-06-08 15:21:01
1379,User_316,1,Current,2,Comparison,2022-06-08 15:21:01
1379,User_316,3,Submission,2,Comparison,2022-06-08 15:22:52
1432,User_343,3,Submission,1,Analysis,2022-06-08 21:13:11
1429,User_351,1,Current,2,Comparison,2022-06-08 21:18:07
1380,User_202,1,Current,1,Analysis,2022-06-08 15:46:08
1380,User_202,3,Submission,1,Analysis,2022-06-08 15:46:17
1376,User_331,3,Submission,2,Comparison,2022-06-08 15:50:51
1382,User_223,1,Current,1,Analysis,2022-06-08 17:14:00
1380,User_202,1,Current,2,Comparison,2022-06-08 17:44:12
1384,User_223,1,Current,1,Analysis,2022-06-08 17:17:56
1384,User_223,3,Submission,1,Analysis,2022-06-08 17:17:59
1385,User_223,1,Current,1,Analysis,2022-06-08 17:21:10
1437,User_114,1,Current,2,Comparison,2022-06-08 21:25:19
1385,User_223,3,Submission,1,Analysis,2022-06-08 17:21:13
1383,User_115,3,Submission,2,Comparison,2022-06-08 17:37:10
1386,User_115,3,Submission,1,Analysis,2022-06-08 17:39:26
1396,User_115,3,Submission,1,Analysis,2022-06-08 18:30:23
1385,User_223,1,Current,2,Comparison,2022-07-01 20:38:50
1386,User_115,1,Current,2,Comparison,2022-06-08 17:39:26
1386,User_115,3,Submission,2,Comparison,2022-06-08 17:45:38
1387,User_115,3,Submission,1,Analysis,2022-06-08 17:48:41
1387,User_115,1,Current,2,Comparison,2022-06-08 17:48:41
1388,User_202,1,Current,1,Analysis,2022-06-08 17:49:12
1388,User_202,3,Submission,1,Analysis,2022-06-08 17:49:25
1388,User_202,1,Current,2,Comparison,2022-06-08 17:49:25
1387,User_115,3,Submission,2,Comparison,2022-06-08 17:54:16
1389,User_115,3,Submission,1,Analysis,2022-06-08 17:56:50
1389,User_115,1,Current,2,Comparison,2022-06-08 17:56:50
1389,User_115,3,Submission,2,Comparison,2022-06-08 17:58:46
1390,User_351,3,Submission,1,Analysis,2022-06-08 18:00:21
1390,User_351,1,Current,2,Comparison,2022-06-08 18:00:21
1390,User_351,3,Submission,2,Comparison,2022-06-08 18:04:31
1392,User_351,3,Submission,1,Analysis,2022-06-08 18:09:48
1392,User_351,1,Current,2,Comparison,2022-06-08 18:09:48
1391,User_115,3,Submission,1,Analysis,2022-06-08 18:09:56
1391,User_115,1,Current,2,Comparison,2022-06-08 18:09:56
1391,User_115,3,Submission,2,Comparison,2022-06-08 18:13:50
1437,User_114,3,Submission,2,Comparison,2022-06-08 21:25:21
1393,User_115,3,Submission,1,Analysis,2022-06-08 18:16:10
1393,User_115,1,Current,2,Comparison,2022-06-08 18:16:10
1392,User_351,3,Submission,2,Comparison,2022-06-08 18:19:16
1393,User_115,3,Submission,2,Comparison,2022-06-08 18:23:12
1395,User_115,3,Submission,1,Analysis,2022-06-08 18:26:06
1395,User_115,1,Current,2,Comparison,2022-06-08 18:26:06
1394,User_351,1,Current,1,Analysis,2022-06-08 18:28:13
1394,User_351,3,Submission,1,Analysis,2022-06-08 18:28:18
1394,User_351,1,Current,2,Comparison,2022-06-08 18:28:18
1395,User_115,3,Submission,2,Comparison,2022-06-08 18:28:26
1396,User_115,1,Current,2,Comparison,2022-06-08 18:30:23
1396,User_115,3,Submission,2,Comparison,2022-06-08 18:36:48
1394,User_351,3,Submission,2,Comparison,2022-06-08 18:37:32
1398,User_202,3,Submission,1,Analysis,2022-06-08 18:49:31
1397,User_351,3,Submission,1,Analysis,2022-06-08 18:50:09
1399,User_115,3,Submission,1,Analysis,2022-06-08 18:57:45
1399,User_115,1,Current,2,Comparison,2022-06-08 19:00:04
1397,User_351,3,Submission,2,Comparison,2022-06-08 19:02:02
1400,User_351,3,Submission,1,Analysis,2022-06-08 19:04:24
1400,User_351,1,Current,2,Comparison,2022-06-08 19:04:24
1401,User_115,3,Submission,1,Analysis,2022-06-08 19:05:09
1401,User_115,1,Current,2,Comparison,2022-06-08 19:05:09
1400,User_351,3,Submission,2,Comparison,2022-06-08 19:06:52
1401,User_115,3,Submission,2,Comparison,2022-06-08 19:10:33
1403,User_115,3,Submission,1,Analysis,2022-06-08 19:12:37
1403,User_115,1,Current,2,Comparison,2022-06-08 19:12:37
1403,User_115,3,Submission,2,Comparison,2022-06-08 19:18:19
1405,User_115,3,Submission,1,Analysis,2022-06-08 19:19:59
1405,User_115,1,Current,2,Comparison,2022-06-08 19:19:59
1404,User_252,3,Submission,1,Analysis,2022-06-08 19:22:03
1404,User_252,1,Current,2,Comparison,2022-06-08 19:22:03
1405,User_115,3,Submission,2,Comparison,2022-06-08 19:26:46
1440,User_316,1,Current,2,Comparison,2022-06-08 21:31:06
1485,User_155,3,Submission,1,Analysis,2022-06-09 02:06:02
1404,User_252,3,Submission,2,Comparison,2022-06-08 19:27:32
1399,User_115,3,Submission,2,Comparison,2022-06-08 19:32:32
1406,User_115,3,Submission,1,Analysis,2022-06-08 19:34:36
1406,User_115,1,Current,2,Comparison,2022-06-08 19:34:36
1406,User_115,3,Submission,2,Comparison,2022-06-08 19:38:04
1441,User_343,3,Submission,2,Comparison,2022-06-08 21:29:51
1407,User_252,3,Submission,1,Analysis,2022-06-08 19:46:47
1407,User_252,1,Current,2,Comparison,2022-06-08 19:46:47
1407,User_252,3,Submission,2,Comparison,2022-06-08 19:50:33
1408,User_252,3,Submission,1,Analysis,2022-06-08 19:52:50
1423,User_155,3,Submission,2,Comparison,2022-06-08 20:51:05
1408,User_252,1,Current,2,Comparison,2022-06-08 19:52:50
1398,User_202,1,Current,2,Comparison,2022-06-08 20:01:15
1408,User_252,3,Submission,2,Comparison,2022-06-08 20:09:33
1409,User_202,1,Current,1,Analysis,2022-06-08 20:09:36
1424,User_155,3,Submission,1,Analysis,2022-06-08 20:52:22
1409,User_202,3,Submission,1,Analysis,2022-06-08 20:09:44
1409,User_202,1,Current,2,Comparison,2022-06-08 20:14:39
1410,User_102,1,Current,1,Analysis,2022-06-08 20:16:26
1409,User_202,3,Submission,2,Comparison,2022-06-08 20:16:34
1410,User_102,3,Submission,1,Analysis,2022-06-08 20:16:43
1410,User_102,1,Current,2,Comparison,2022-06-08 20:16:43
1411,User_107,1,Current,1,Analysis,2022-06-08 20:22:57
1411,User_107,3,Submission,1,Analysis,2022-06-08 20:22:59
1412,User_202,1,Current,1,Analysis,2022-06-08 20:23:05
1412,User_202,3,Submission,1,Analysis,2022-06-08 20:23:09
1411,User_107,1,Current,2,Comparison,2022-06-08 20:31:05
1413,User_114,3,Submission,1,Analysis,2022-06-08 20:23:53
1410,User_102,3,Submission,2,Comparison,2022-06-08 20:28:42
1411,User_107,3,Submission,2,Comparison,2022-06-08 20:31:08
1412,User_202,1,Current,2,Comparison,2022-06-08 20:32:05
1414,User_102,3,Submission,1,Analysis,2022-06-08 20:32:07
1414,User_102,1,Current,2,Comparison,2022-06-08 20:32:07
1412,User_202,3,Submission,2,Comparison,2022-06-08 20:32:11
1413,User_114,1,Current,2,Comparison,2022-06-08 20:42:37
1424,User_155,1,Current,2,Comparison,2022-06-08 20:52:22
1427,User_155,1,Current,2,Comparison,2022-06-08 21:00:04
1440,User_316,1,Current,1,Analysis,2022-06-08 21:26:32
1463,User_120,3,Submission,1,Analysis,2022-06-08 22:50:25
1416,User_107,1,Current,1,Analysis,2022-06-08 20:34:55
1416,User_107,3,Submission,1,Analysis,2022-06-08 20:34:59
1415,User_252,3,Submission,1,Analysis,2022-06-08 20:35:54
1415,User_252,1,Current,2,Comparison,2022-06-08 20:35:54
1418,User_102,1,Current,2,Comparison,2022-06-08 20:39:03
1415,User_252,3,Submission,2,Comparison,2022-06-08 20:39:42
1418,User_102,3,Submission,2,Comparison,2022-06-08 20:42:08
1413,User_114,3,Submission,2,Comparison,2022-06-08 20:42:41
1402,User_351,3,Submission,1,Analysis,2022-06-08 20:42:49
1402,User_351,1,Current,2,Comparison,2022-06-08 20:42:49
1419,User_249,1,Current,1,Analysis,2022-06-08 20:43:42
1419,User_249,3,Submission,1,Analysis,2022-06-08 20:44:03
1420,User_252,3,Submission,1,Analysis,2022-06-08 20:44:05
1402,User_351,3,Submission,2,Comparison,2022-06-08 20:45:22
1421,User_254,1,Current,1,Analysis,2022-06-08 20:47:23
1421,User_254,3,Submission,1,Analysis,2022-06-08 20:47:26
1420,User_252,1,Current,2,Comparison,2022-06-08 21:48:49
1425,User_114,1,Current,2,Comparison,2022-06-08 22:17:42
1421,User_254,1,Current,2,Comparison,2022-06-08 20:47:26
1422,User_351,3,Submission,1,Analysis,2022-06-08 20:47:55
1422,User_351,1,Current,2,Comparison,2022-06-08 20:47:55
1423,User_155,1,Current,1,Analysis,2022-06-08 20:48:48
1423,User_155,3,Submission,1,Analysis,2022-06-08 20:48:58
1423,User_155,1,Current,2,Comparison,2022-06-08 20:48:58
1425,User_114,3,Submission,1,Analysis,2022-06-08 20:52:48
1424,User_155,3,Submission,2,Comparison,2022-06-08 20:57:27
1416,User_107,1,Current,2,Comparison,2022-06-08 20:59:49
1427,User_155,1,Current,1,Analysis,2022-06-08 20:59:51
1416,User_107,3,Submission,2,Comparison,2022-06-08 20:59:52
1427,User_155,3,Submission,1,Analysis,2022-06-08 21:00:04
1422,User_351,3,Submission,2,Comparison,2022-06-08 21:01:52
1380,User_202,3,Submission,2,Comparison,2022-06-08 21:04:22
1419,User_249,1,Current,2,Comparison,2022-06-08 21:05:41
1419,User_249,3,Submission,2,Comparison,2022-06-08 21:05:47
1428,User_107,1,Current,1,Analysis,2022-06-08 21:06:40
1428,User_107,3,Submission,1,Analysis,2022-06-08 21:06:42
1427,User_155,3,Submission,2,Comparison,2022-06-08 21:07:31
1428,User_107,1,Current,2,Comparison,2022-06-08 21:16:50
1433,User_316,1,Current,1,Analysis,2022-06-08 21:12:26
1433,User_316,3,Submission,1,Analysis,2022-06-08 21:12:29
1433,User_316,1,Current,2,Comparison,2022-06-08 21:12:29
1431,User_249,1,Current,1,Analysis,2022-06-08 21:13:26
1432,User_343,1,Current,2,Comparison,2022-06-08 21:13:36
1431,User_249,3,Submission,1,Analysis,2022-06-08 21:13:37
1428,User_107,3,Submission,2,Comparison,2022-06-08 21:16:52
1429,User_351,3,Submission,1,Analysis,2022-06-08 21:18:07
1431,User_249,1,Current,2,Comparison,2022-06-08 21:19:12
1628,User_224,1,Current,2,Comparison,2022-06-09 23:17:22
1645,User_119,1,Current,2,Comparison,2022-06-10 12:51:39
1433,User_316,3,Submission,2,Comparison,2022-06-08 21:18:39
1431,User_249,3,Submission,2,Comparison,2022-06-08 21:19:23
1434,User_107,1,Current,1,Analysis,2022-06-08 21:19:50
1434,User_107,3,Submission,1,Analysis,2022-06-08 21:19:52
1434,User_107,1,Current,2,Comparison,2022-06-08 21:22:20
1435,User_316,3,Submission,1,Analysis,2022-06-08 21:20:20
1435,User_316,1,Current,2,Comparison,2022-06-08 21:20:20
1437,User_114,3,Submission,1,Analysis,2022-06-08 21:20:57
1434,User_107,3,Submission,2,Comparison,2022-06-08 21:22:22
1421,User_254,3,Submission,2,Comparison,2022-06-08 21:22:52
1432,User_343,3,Submission,2,Comparison,2022-06-08 21:22:53
1439,User_343,3,Submission,1,Analysis,2022-06-08 21:23:45
1439,User_343,1,Current,2,Comparison,2022-06-08 21:23:45
1426,User_243,1,Current,1,Analysis,2022-06-08 21:23:50
1426,User_243,3,Submission,1,Analysis,2022-06-08 21:24:10
1426,User_243,1,Current,2,Comparison,2022-06-08 21:24:10
1436,User_249,1,Current,1,Analysis,2022-06-08 21:24:24
1439,User_343,3,Submission,2,Comparison,2022-06-08 21:25:33
1440,User_316,3,Submission,1,Analysis,2022-06-08 21:26:35
1436,User_249,3,Submission,1,Analysis,2022-06-08 21:24:28
1438,User_207,1,Current,1,Analysis,2022-06-08 21:24:34
1438,User_207,3,Submission,1,Analysis,2022-06-08 21:24:37
1438,User_207,1,Current,2,Comparison,2022-06-08 21:24:37
1435,User_316,3,Submission,2,Comparison,2022-06-08 21:25:12
963,User_107,3,Submission,2,Comparison,2022-06-08 21:25:42
1436,User_249,1,Current,2,Comparison,2022-06-08 21:30:44
1438,User_207,3,Submission,2,Comparison,2022-06-08 21:27:15
1441,User_343,3,Submission,1,Analysis,2022-06-08 21:27:26
1429,User_351,3,Submission,2,Comparison,2022-06-08 21:27:30
1442,User_207,3,Submission,1,Analysis,2022-06-08 21:28:26
1442,User_207,1,Current,2,Comparison,2022-06-08 21:28:26
1441,User_343,1,Current,2,Comparison,2022-06-08 21:29:43
1301,User_114,1,Current,2,Comparison,2022-06-08 21:29:53
1301,User_114,3,Submission,2,Comparison,2022-06-08 21:29:58
1444,User_343,3,Submission,1,Analysis,2022-06-08 21:30:09
1444,User_343,1,Current,2,Comparison,2022-06-08 21:30:09
1436,User_249,3,Submission,2,Comparison,2022-06-08 21:30:59
1440,User_316,3,Submission,2,Comparison,2022-06-08 21:31:11
1442,User_207,3,Submission,2,Comparison,2022-06-08 21:31:11
1446,User_114,3,Submission,1,Analysis,2022-06-08 21:34:21
1443,User_351,3,Submission,1,Analysis,2022-06-08 21:34:59
1443,User_351,1,Current,2,Comparison,2022-06-08 21:34:59
1446,User_114,1,Current,2,Comparison,2022-06-08 22:14:44
1445,User_249,1,Current,1,Analysis,2022-06-08 21:36:09
1445,User_249,3,Submission,1,Analysis,2022-06-08 21:36:12
1447,User_207,3,Submission,1,Analysis,2022-06-08 21:38:05
1447,User_207,1,Current,2,Comparison,2022-06-08 21:38:05
1430,User_155,1,Current,1,Analysis,2022-06-08 21:38:20
1445,User_249,1,Current,2,Comparison,2022-06-08 21:40:58
1445,User_249,3,Submission,2,Comparison,2022-06-08 21:41:04
1448,User_316,1,Current,1,Analysis,2022-06-08 21:42:23
1448,User_316,3,Submission,1,Analysis,2022-06-08 21:42:25
1447,User_207,3,Submission,2,Comparison,2022-06-08 21:42:26
1444,User_343,3,Submission,2,Comparison,2022-06-08 21:43:37
1449,User_249,1,Current,1,Analysis,2022-06-08 21:43:40
1449,User_249,3,Submission,1,Analysis,2022-06-08 21:43:45
1450,User_343,3,Submission,1,Analysis,2022-06-08 21:43:51
1450,User_343,1,Current,2,Comparison,2022-06-08 21:43:51
1449,User_249,1,Current,2,Comparison,2022-06-08 22:09:54
1448,User_316,1,Current,2,Comparison,2022-06-08 21:45:44
1448,User_316,3,Submission,2,Comparison,2022-06-08 21:45:47
1451,User_207,1,Current,1,Analysis,2022-06-08 21:47:09
1450,User_343,3,Submission,2,Comparison,2022-06-08 21:49:11
1443,User_351,3,Submission,2,Comparison,2022-06-08 21:49:40
1451,User_207,3,Submission,1,Analysis,2022-06-08 21:52:12
1451,User_207,1,Current,2,Comparison,2022-06-08 21:52:12
1452,User_351,3,Submission,1,Analysis,2022-06-08 21:55:34
1453,User_308,1,Current,1,Analysis,2022-06-08 21:57:35
1453,User_308,3,Submission,1,Analysis,2022-06-08 21:57:38
1452,User_351,1,Current,2,Comparison,2022-06-08 21:57:51
1452,User_351,3,Submission,2,Comparison,2022-06-08 21:57:53
1451,User_207,3,Submission,2,Comparison,2022-06-08 21:58:30
1454,User_351,3,Submission,1,Analysis,2022-06-08 21:59:30
1453,User_308,1,Current,2,Comparison,2022-06-08 21:59:33
1454,User_351,1,Current,2,Comparison,2022-06-08 21:59:30
1453,User_308,3,Submission,2,Comparison,2022-06-08 21:59:37
1388,User_202,3,Submission,2,Comparison,2022-06-08 22:00:48
1454,User_351,3,Submission,2,Comparison,2022-06-08 22:02:53
1398,User_202,3,Submission,2,Comparison,2022-06-08 22:03:12
1449,User_249,3,Submission,2,Comparison,2022-06-08 22:10:00
1446,User_114,3,Submission,2,Comparison,2022-06-08 22:14:48
1463,User_120,1,Current,2,Comparison,2022-06-08 22:53:51
1521,User_213,3,Submission,1,Analysis,2022-06-09 16:48:14
1417,User_202,3,Submission,1,Analysis,2022-06-08 22:17:23
1417,User_202,1,Current,2,Comparison,2022-06-08 22:17:23
1425,User_114,3,Submission,2,Comparison,2022-06-08 22:17:45
1455,User_120,1,Current,1,Analysis,2022-06-08 22:21:16
1455,User_120,3,Submission,1,Analysis,2022-06-08 22:21:36
1502,User_134,1,Current,2,Comparison,2022-06-09 15:28:20
1628,User_224,3,Submission,2,Comparison,2022-06-09 23:17:26
1456,User_249,1,Current,1,Analysis,2022-06-08 22:27:14
1456,User_249,3,Submission,1,Analysis,2022-06-08 22:27:28
1455,User_120,1,Current,2,Comparison,2022-06-08 22:27:28
1456,User_249,1,Current,2,Comparison,2022-06-08 22:39:12
1455,User_120,3,Submission,2,Comparison,2022-06-08 22:27:40
1305,User_114,1,Current,2,Comparison,2022-06-08 22:27:49
1305,User_114,3,Submission,2,Comparison,2022-06-08 22:27:52
1417,User_202,3,Submission,2,Comparison,2022-06-08 22:28:06
1458,User_120,1,Current,1,Analysis,2022-06-08 22:33:05
1458,User_120,3,Submission,1,Analysis,2022-06-08 22:33:15
1548,User_131,1,Current,2,Comparison,2022-06-09 18:01:23
1457,User_202,3,Submission,1,Analysis,2022-06-08 22:35:06
1457,User_202,1,Current,2,Comparison,2022-06-08 22:35:06
1458,User_120,1,Current,2,Comparison,2022-06-08 22:35:33
1458,User_120,3,Submission,2,Comparison,2022-06-08 22:35:43
1459,User_120,1,Current,1,Analysis,2022-06-08 22:37:26
1459,User_120,3,Submission,1,Analysis,2022-06-08 22:37:33
1457,User_202,3,Submission,2,Comparison,2022-06-08 22:38:12
1456,User_249,3,Submission,2,Comparison,2022-06-08 22:39:18
1460,User_202,3,Submission,1,Analysis,2022-06-08 22:39:54
1460,User_202,1,Current,2,Comparison,2022-06-08 22:39:54
1460,User_202,3,Submission,2,Comparison,2022-06-08 22:43:30
1347,User_334,3,Submission,2,Comparison,2022-06-08 22:47:36
1459,User_120,1,Current,2,Comparison,2022-06-08 22:47:48
1459,User_120,3,Submission,2,Comparison,2022-06-08 22:48:34
1463,User_120,1,Current,1,Analysis,2022-06-08 22:50:21
1462,User_202,3,Submission,1,Analysis,2022-06-08 22:50:23
1462,User_202,1,Current,2,Comparison,2022-06-08 22:50:23
1461,User_249,1,Current,1,Analysis,2022-06-08 22:52:38
1461,User_249,3,Submission,1,Analysis,2022-06-08 22:52:43
1462,User_202,3,Submission,2,Comparison,2022-06-08 22:53:18
1463,User_120,3,Submission,2,Comparison,2022-06-08 22:53:53
1465,User_120,1,Current,1,Analysis,2022-06-08 22:55:22
1465,User_120,3,Submission,1,Analysis,2022-06-08 22:55:26
1464,User_202,3,Submission,1,Analysis,2022-06-08 22:58:01
1464,User_202,1,Current,2,Comparison,2022-06-08 22:58:01
1465,User_120,1,Current,2,Comparison,2022-06-08 22:59:29
1465,User_120,3,Submission,2,Comparison,2022-06-08 22:59:34
1464,User_202,3,Submission,2,Comparison,2022-06-08 23:05:49
1466,User_120,1,Current,2,Comparison,2022-06-08 23:08:52
1466,User_120,3,Submission,2,Comparison,2022-06-08 23:08:54
1461,User_249,1,Current,2,Comparison,2022-06-08 23:06:27
1461,User_249,3,Submission,2,Comparison,2022-06-08 23:06:32
1466,User_120,1,Current,1,Analysis,2022-06-08 23:08:04
1466,User_120,3,Submission,1,Analysis,2022-06-08 23:08:06
1469,User_120,3,Submission,1,Analysis,2022-06-08 23:10:07
1470,User_120,3,Submission,2,Comparison,2022-06-08 23:15:21
1426,User_243,3,Submission,2,Comparison,2022-06-08 23:19:48
1468,User_249,1,Current,1,Analysis,2022-06-08 23:20:35
1468,User_249,3,Submission,1,Analysis,2022-06-08 23:20:46
1472,User_120,3,Submission,2,Comparison,2022-06-08 23:24:22
1474,User_120,3,Submission,1,Analysis,2022-06-08 23:24:31
1474,User_120,1,Current,2,Comparison,2022-06-08 23:24:31
1467,User_202,3,Submission,1,Analysis,2022-06-08 23:25:49
1467,User_202,1,Current,2,Comparison,2022-06-08 23:25:49
1474,User_120,3,Submission,2,Comparison,2022-06-08 23:29:10
1475,User_120,3,Submission,1,Analysis,2022-06-08 23:29:18
1475,User_120,1,Current,2,Comparison,2022-06-08 23:29:18
1467,User_202,3,Submission,2,Comparison,2022-06-08 23:29:26
1476,User_202,3,Submission,1,Analysis,2022-06-08 23:30:50
1476,User_202,1,Current,2,Comparison,2022-06-08 23:30:50
1468,User_249,1,Current,2,Comparison,2022-06-08 23:32:27
1468,User_249,3,Submission,2,Comparison,2022-06-08 23:32:34
1475,User_120,3,Submission,2,Comparison,2022-06-08 23:33:16
